source,target,weight,weight2,color_dist,boundary_contrast
61,72,63.47795965975539,0.24893317513629565,0.24893317513629565,0.0
62,70,50.25817397855603,0.19709087834727848,0.19709087834727848,0.0
62,71,2.340954314677101,0.00918021299873373,0.00918021299873373,0.0
62,67,39.83023349592172,0.1561969941016538,0.1561969941016538,0.0
63,68,46.85371591974993,0.18374006243039193,0.18374006243039193,0.0
63,72,15.879755053389818,0.06227354922897967,0.06227354922897967,0.0
63,65,20.73744837483313,0.08132332696012994,0.08132332696012994,0.0
64,65,35.724483978103194,0.1400960156004047,0.1400960156004047,0.0
64,66,62.57825994428031,0.24540494095796203,0.24540494095796203,0.0
64,69,54.75064170874032,0.21470839885780515,0.21470839885780515,0.0
65,68,26.371050780545797,0.10341588541390509,0.10341588541390509,0.0
65,69,19.143042292932176,0.0750707540899301,0.0750707540899301,0.0
65,75,9.833138595051084,0.038561327823729744,0.038561327823729744,0.0
65,72,5.150703248519187,0.020198836268702697,0.020198836268702697,0.0
65,76,25.4367787678037,0.09975207359923019,0.09975207359923019,0.0
65,79,3.6215815798176427,0.014202280705167226,0.014202280705167226,0.0
65,82,15.011798902883356,0.058869799619150426,0.058869799619150426,0.0
66,67,50.60154624635118,0.19843743626020072,0.19843743626020072,0.0
66,69,8.073361532013392,0.0316602413020133,0.0316602413020133,0.0
66,78,11.301428748894967,0.04431932842703908,0.04431932842703908,0.0
67,70,11.878336625020737,0.04658171225498328,0.04658171225498328,0.0
67,74,39.534522485095714,0.15503734307880673,0.15503734307880673,0.0
67,78,39.390125875990854,0.15447108186663083,0.15447108186663083,0.0
69,78,3.5727501371291637,0.014010784851486914,0.014010784851486914,0.0
69,79,21.539081055781786,0.08446698453247758,0.08446698453247758,0.0
70,71,49.60695399605945,0.19453707449435081,0.19453707449435081,0.0
70,73,31.486056435894824,0.12347473112115617,0.12347473112115617,0.0
70,74,27.888313462856686,0.10936593514845759,0.10936593514845759,0.0
70,80,3.4428400885193065,0.013501333680467869,0.013501333680467869,0.0
71,73,81.01971992014295,0.31772439184369783,0.31772439184369783,0.0
72,76,30.486594843204706,0.11955527389492043,0.11955527389492043,0.0
72,77,14.021001508638216,0.054984319641718495,0.054984319641718495,0.0
72,81,10.718237878504517,0.042032305405900076,0.042032305405900076,0.0
72,83,3.0746719245979324,0.01205753695920758,0.01205753695920758,0.0
73,80,34.75659790400947,0.13630038393729205,0.13630038393729205,0.0
74,78,1.270333493276199,0.0049816999736321515,0.0049816999736321515,0.0
74,84,61.18034818505316,0.239922934059032,0.239922934059032,0.0
74,80,31.133680039766553,0.1220928629010453,0.1220928629010453,0.0
75,76,34.978717585681714,0.13717144151247732,0.13717144151247732,0.0
75,82,24.483051873356366,0.09601196813080928,0.09601196813080928,0.0
76,83,27.978287448597346,0.10971877430822487,0.10971877430822487,0.0
77,81,24.28619634564355,0.09523998566919041,0.09523998566919041,0.0
78,84,61.20900362889984,0.24003530834862682,0.24003530834862682,0.0
78,85,30.24923179748444,0.11862443842150762,0.11862443842150762,0.0
78,79,18.602234457752004,0.07294993905000785,0.07294993905000785,0.0
79,82,17.217499179352533,0.0675196046249119,0.0675196046249119,0.0
79,85,11.731250481873207,0.04600490385048316,0.04600490385048316,0.0
81,83,13.19318371245207,0.0517379753429493,0.0517379753429493,0.0
