,community_id,size,mean_betweenness,mean_degree,mean_area,total_area
0,0,13,0.10211386506382115,2.6153846153846154,7112.7692307692305,92466.0
1,1,11,0.029890653683454383,2.727272727272727,8857.09090909091,97428.0
2,2,10,0.15162423178226514,2.2,9279.6,92796.0
3,3,10,0.07805092186128183,2.8,5937.3,59373.0
4,4,8,0.05964661984196664,2.875,7941.375,63531.0
5,5,6,0.26616915422885573,2.6666666666666665,4179.666666666667,25078.0
6,6,4,0.021619841966637403,2.25,8540.0,34160.0
7,7,4,0.028753292361720806,2.25,4619.25,18477.0
8,8,3,0.019315188762071993,2.3333333333333335,5873.333333333333,17620.0
