source,target,weight,weight2,color_dist,boundary_contrast
0,1,143.13130266146106,0.5612992261233768,0.5612992261233768,0.0
0,21,68.22561602769991,0.26755143540274473,0.26755143540274473,0.0
0,27,19.31483326437246,0.07574444417400965,0.07574444417400965,0.0
1,2,10.713474689335296,0.04201362623268743,0.04201362623268743,0.0
1,21,211.31227229359845,0.8286755776219548,0.8286755776219548,0.0
2,3,26.193467912916432,0.10271948201143698,0.10271948201143698,0.0
2,21,222.01024752689122,0.870628421674083,0.870628421674083,0.0
2,26,180.37114480505565,0.7073378227649241,0.7073378227649241,0.0
3,4,37.32711071847053,0.14638082634694324,0.14638082634694324,0.0
3,26,154.36070822470037,0.6053361106850995,0.6053361106850995,0.0
3,5,116.48677638743871,0.4568108877938773,0.4568108877938773,0.0
4,5,153.69292764791012,0.6027173633251377,0.6027173633251377,0.0
5,6,154.54313351409013,0.6060515039768242,0.6060515039768242,0.0
5,25,37.25655807487576,0.14610414931323829,0.14610414931323829,0.0
5,22,100.3452771334263,0.39351089071931883,0.39351089071931883,0.0
5,26,37.94828889843552,0.14881681920955106,0.14881681920955106,0.0
5,33,40.85893739482683,0.1602311270385366,0.1602311270385366,0.0
5,43,40.26021527941959,0.15788319717419447,0.15788319717419447,0.0
6,7,1.5038168723973553,0.005897321068224923,0.005897321068224923,0.0
6,8,12.898342897116143,0.050581736851435855,0.050581736851435855,0.0
6,22,54.26322730108354,0.21279696980817076,0.21279696980817076,0.0
7,8,14.397505395757525,0.056460805473558924,0.056460805473558924,0.0
8,9,139.2681912728269,0.5461497696973605,0.5461497696973605,0.0
8,23,149.47406849009394,0.5861728176082115,0.5861728176082115,0.0
8,22,41.36552993522051,0.1622177644518451,0.1622177644518451,0.0
9,10,121.14495162523328,0.4750782416675814,0.4750782416675814,0.0
9,20,33.817949659282355,0.13261941042855827,0.13261941042855827,0.0
9,23,10.311859413001491,0.04043866436471173,0.04043866436471173,0.0
9,28,103.63597724790915,0.40641559705062413,0.40641559705062413,0.0
9,34,58.21287476398275,0.2282857833881676,0.2282857833881676,0.0
9,35,83.02604266410187,0.3255923241729485,0.3255923241729485,0.0
9,41,132.45294225487527,0.5194233029602952,0.5194233029602952,0.0
9,33,43.2104993107887,0.16945293847368118,0.16945293847368118,0.0
9,53,41.17770721651637,0.16148120477065242,0.16148120477065242,0.0
9,56,70.14924222853622,0.27509506756288715,0.27509506756288715,0.0
9,58,35.06664676546167,0.13751626182533988,0.13751626182533988,0.0
10,11,1.697967187869007,0.006658694854388263,0.006658694854388263,0.0
10,20,154.9627835675945,0.6076971904611549,0.6076971904611549,0.0
11,12,123.87755945728078,0.4857943508128658,0.4857943508128658,0.0
11,20,153.83335193177845,0.6032680467912881,0.6032680467912881,0.0
12,13,1.6674179667704478,0.00653889398733509,0.00653889398733509,0.0
12,20,29.97420894886996,0.11754591744654885,0.11754591744654885,0.0
12,32,115.64468159665235,0.4535085552809896,0.4535085552809896,0.0
12,39,99.78543800637712,0.39131544316226324,0.39131544316226324,0.0
12,42,15.78666106240025,0.06190847475451079,0.06190847475451079,0.0
12,56,73.92853118610674,0.2899158085729676,0.2899158085729676,0.0
12,55,35.664011256596936,0.13985886767292913,0.13985886767292913,0.0
13,14,156.68855969920918,0.6144649399968987,0.6144649399968987,0.0
13,15,148.62256037783436,0.5828335701091544,0.5828335701091544,0.0
13,24,12.685574774367462,0.04974735205634298,0.04974735205634298,0.0
