,node,betweenness,closeness,eigenvector,degree,weighted_degree,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,centroid_row,centroid_col,bbox,mean_intensity_gray,mean_color,community_id
25,32,0.06906906906906907,0.42684220440445186,0.41864191187420974,4,11.901220044792593,2458.0,388.49852070358486,0.8582848000132572,0.6125093446299527,0.413109243697479,92.0478515760751,47.236532596812495,160.23921887713587,54.10943856794142,"(120, 13, 205, 83)",0.48061986917468374,[155.59397884 107.21114727 177.46867372],1
26,34,0.0,0.18771131976772823,0.00039266833946886,1,3.506972157785857,23369.0,1863.1889962867065,0.969753016070553,0.6350099182087443,0.43938254427856954,426.0196541383468,103.98640409136407,348.5144422097651,601.7447045230862,"(136, 509, 542, 640)",0.6655506538660653,[191.16834268 159.42731824 208.56921563],3
27,37,0.0,0.4185404500451421,0.012861915855885172,1,4.535066028712422,8813.0,778.6477990022522,0.8336119167450944,0.7538277307330425,0.5348343245539507,147.3045146896232,81.36373533008651,254.98059684556904,222.70361965278565,"(176, 171, 330, 278)",0.6669912495578056,[191.05106093 160.07023715 207.63065925],5
28,39,0.3663663663663664,0.46686252597855044,0.1594358168634005,4,15.844666316429988,25113.0,1823.0529573173853,0.811107973054114,0.64008258143447,0.4580658105939005,283.15113502529664,165.61409340546265,328.8202922788994,70.22084179508622,"(197, 0, 505, 178)",0.6741736150091782,[191.86528889 162.40704018 207.44662127],5
29,40,0.3123123123123123,0.4815297291462166,0.23727633627420092,4,13.824776528470501,2381.0,426.3269478283311,0.7353493727632732,0.6317325550543911,0.4180126404494382,82.39961938896735,55.841249960666495,242.87988240235197,136.32465350692985,"(207, 92, 271, 181)",0.8453783038927457,[225.75052499 210.98782024 231.05123898],4
30,42,0.12312312312312312,0.45983122545261057,0.07503502076422616,4,16.58986724874096,4304.0,743.0914498161482,0.8977119399088028,0.5020998600093327,0.31628453850676075,149.0062635550009,65.64960853151683,313.1684479553903,193.4381970260223,"(232, 155, 394, 239)",0.8159733574786792,[222.57016729 201.71166357 228.46770446],5
31,44,0.0,0.4155235960612272,0.013901859211912405,1,4.195815607892489,5106.0,828.2691193458119,0.9287538687148862,0.5728068207314337,0.37968471148126115,173.88379945316433,64.45819941405665,340.86486486486484,266.93125734430083,"(268, 229, 432, 311)",0.6560366619048716,[187.4453584  157.37720329 206.23521347],5
32,47,0.05405405405405406,0.3855255199343881,0.008742846827775165,2,8.14137158426653,9126.0,1027.5422433049807,0.4826966147375724,0.5749385749385749,0.39241486068111453,138.55302017346324,121.34302158312558,416.0552268244576,135.6622835853605,"(328, 56, 480, 209)",0.6700666449231457,[191.26857331 161.03725619 208.27142231],2
33,51,0.0,0.3563144477276174,0.0014853825222997613,1,4.5755133039369404,3907.0,451.5462479183374,0.7049680032053836,0.7016882183908046,0.5230254350736279,90.63918290004308,64.28485336661767,471.6324545687228,131.94010749936012,"(430, 91, 513, 181)",0.8151117740405607,[224.21448682 200.84796519 229.14410033],2
34,53,0.25225225225225223,0.42805236132077157,0.0389467576309692,4,15.734601418864138,2270.0,371.90663761154804,0.8862081486220302,0.6633547632963179,0.43444976076555025,85.0328211623561,39.39462566650622,489.5471365638767,59.151101321585905,"(459, 5, 514, 100)",0.8601369404854453,[231.13215859 214.3030837  234.49251101],2
35,60,0.0,0.3942188605906691,0.006238906181369583,1,4.852752196762625,4827.0,532.0315292925759,0.8824790533660709,0.6347140039447732,0.41309370988446725,136.87766791625685,64.38064360397685,534.7913818106484,107.21939092604102,"(490, 46, 585, 169)",0.7096048599178639,[218.39154755 166.10524135 217.8827429 ],2
36,61,0.05405405405405406,0.38689531165390384,0.008506454459012517,2,7.714770948930008,2266.0,220.57463914933368,0.4800201391432172,0.8810264385692068,0.7490909090909091,58.95746545863209,51.720876896673076,525.6421006178288,23.597087378640776,"(500, 0, 555, 55)",0.6629816584462558,[212.85878199 151.72241836 212.00573698],2
37,72,0.0,0.3537464155681663,0.0016461016184222182,1,4.0171421879830165,7780.0,843.7604973744603,0.9251603737243295,0.6245484466564983,0.4727758872143899,191.04745556160665,72.51711534000243,575.2210796915167,79.32210796915167,"(537, 0, 625, 187)",0.8437675269418821,[233.40064267 207.92609254 233.18663239],2
